1 --> {1=0.00572233711565794, 2=0.008847440297185784, 3=0.011168516158380793, 4=0.007027453613732049, 5=0.0055622535470871435, 6=0.004525608172153268, 7=0.005576614892629968, 8=0.002137428691571208, 9=0.007288670309439902, 10=0.011509224516420375, 11=0.008650472785995619, 12=0.0036370010469427105, 13=0.003912549412360842}
87 --> {1=0.00714808071141611, 2=0.003590755746666532, 3=0.0015318620397461811, 4=0.0025115607517311564, 5=0.0010772556517271098, 6=0.0021584068350417995, 7=0.0, 8=0.004548091217576202, 9=0.0027617537065409165, 10=0.002447381444458701, 11=0.001581459066005225, 12=0.0, 13=0.0}
88 --> {1=0.027748202632457423, 2=0.03012331461436143, 3=0.028210070518073765, 4=0.004978887411826222, 5=0.002395675163546093, 6=0.003025830643584058, 7=0.009588775651927573, 8=0.0026568662924680415, 9=0.015666360127015357, 10=0.008971320590866617, 11=0.015557786223038121, 12=0.015983113342261927, 13=0.013034103732043872}
89 --> {1=0.004227083781401202, 2=0.010075327244084486, 3=0.014209562228136454, 4=0.0066817799239562835, 5=0.0061023179077752, 6=0.009981111603677872, 7=0.00837252766131766, 8=0.0, 9=0.010411168215541724, 10=0.011289231938248413, 11=0.006647278036221034, 12=4.941671270153481E-4, 13=0.0014285543198257107}
90 --> {1=0.02426144772404381, 2=0.03284697587877502, 3=0.03272289329956901, 4=0.011397822653805975, 5=0.008664233943436761, 6=0.0039608348861024665, 7=0.02522288174397325, 8=0.006026272199912333, 9=0.024356517309316983, 10=0.03853411539086462, 11=0.014456527051758905, 12=0.01666268043576977, 13=0.008379589062597262}
91 --> {1=2.7380035907448194E-4, 2=0.0028629589732804377, 3=0.003490426087842783, 4=5.316166271688736E-4, 5=8.52771549003808E-4, 6=6.036810597113841E-4, 7=0.009009411948265529, 8=0.001568222465082849, 9=0.007280555890976437, 10=0.0157351896179515, 11=0.005376679474825517, 12=0.0, 13=0.004487082582939563}
92 --> {1=0.006065139528955485, 2=0.015512395960387592, 3=0.014353765965727665, 4=0.008093530771500622, 5=0.00489986642934234, 6=0.008833507464784425, 7=0.01870099630240178, 8=0.0016495404258912792, 9=0.01935448156554417, 10=0.02123459274803076, 11=0.00911417286693453, 12=0.005273285831378606, 13=0.0015329964501183326}
93 --> {1=0.010301695944121114, 2=0.01086450614828469, 3=0.009117880796796322, 4=0.004583044605031959, 5=0.018136896941444037, 6=0.002256738316506313, 7=0.0037218655087013428, 8=8.315686354182041E-4, 9=0.02155654848303972, 10=0.027471680742547466, 11=0.004641480248308974, 12=0.005936584955697287, 13=0.007630558883112286}
94 --> {1=7.67228439293548E-4, 2=0.0024559588598144022, 3=0.015097335640306716, 4=0.0022096012864083613, 5=5.601013578753843E-4, 6=0.0025007538668226, 7=0.003138890693758034, 8=0.0016468596325312265, 9=0.007908935786601937, 10=0.00244737342577351, 11=0.004454781868697885, 12=0.0, 13=0.0}
95 --> {1=0.005381261463380867, 2=0.004564329089620182, 3=0.002666288436253153, 4=0.001811756457641206, 5=4.880099777845159E-4, 6=3.8978034270014924E-4, 7=0.003202252433187832, 8=0.0012427331755501861, 9=0.00740155328535518, 10=0.0055776272827397, 11=0.0012974917570741401, 12=0.0, 13=8.886073482509585E-4}
96 --> {1=0.00548786015367776, 2=0.010407470900596445, 3=0.012965592308097197, 4=0.014232164256102613, 5=0.0178542202963076, 6=0.004626874301462577, 7=0.017200383171431702, 8=9.034674194155667E-4, 9=0.022265372694436885, 10=0.040473004221329704, 11=0.0072573784914869615, 12=0.0040741269303804905, 13=0.009606907845785856}
97 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
98 --> {1=0.010650259151247376, 2=0.010203205659058646, 3=0.009183621086446945, 4=0.005196157864362798, 5=0.004310159599395955, 6=0.0016046802483616462, 7=0.006680011642693257, 8=0.0015180990862445113, 9=0.015052979714275076, 10=0.015175547562855744, 11=0.007026227322224903, 12=0.006553195311845687, 13=0.008977062449187986}
99 --> {1=0.006162728596828251, 2=0.011459539435907433, 3=0.007499383002978485, 4=0.0016205875581056708, 5=0.004155580184083802, 6=0.0027713992336039894, 7=0.014170645921790332, 8=0.001023929742004309, 9=0.01254288502794268, 10=0.019818665589471367, 11=0.005662046996149954, 12=0.004870582917294657, 13=0.001853556408540029}
100 --> {1=0.01082918484259602, 2=0.011369607314112644, 3=0.01613658885461666, 4=0.015974727504490402, 5=0.015054995988620505, 6=0.005266658379518777, 7=0.012721083767540825, 8=9.659914079816978E-4, 9=0.012929983122082763, 10=0.025967231269703933, 11=0.006550541448789476, 12=6.247896007007058E-4, 13=0.009909715928303616}
101 --> {1=0.013402435822770767, 2=0.0069267593091931895, 3=0.0017842751066691523, 4=0.00925251682250097, 5=0.01632299836746427, 6=0.003779286029626858, 7=0.005464258126032161, 8=0.0033539736577692914, 9=0.01613497313812252, 10=0.023373729232587744, 11=0.00105079412139994, 12=0.0, 13=0.0016297017859216033}
102 --> {1=0.007409814937611381, 2=0.006872036335195802, 3=0.006995632436975217, 4=0.0033121551041073614, 5=0.0025150013077509725, 6=0.0017641896756930616, 7=0.007300156897342461, 8=9.45106010860416E-4, 9=0.007287493861207424, 10=0.005573538647956669, 11=0.001765690024704125, 12=0.0, 13=6.650944623206014E-4}
103 --> {1=0.005083881937199442, 2=0.012505537650588384, 3=0.01062404125652162, 4=0.002209892124689551, 5=0.004505160595346517, 6=0.0038660026337647077, 7=0.005065150176490129, 8=9.803316171515485E-4, 9=0.010118523770773675, 10=0.015356357510139754, 11=0.0029340971065845625, 12=4.5805152593223007E-4, 13=0.00707936629092233}
104 --> {1=0.008700207872572446, 2=0.01276704944945547, 3=0.008547816704389151, 4=0.006265800633990555, 5=0.009526707528684255, 6=0.0017954355532215655, 7=0.002163774104659265, 8=7.276225559909287E-4, 9=0.007256865354710838, 10=0.0037873400327428897, 11=0.0052736045380808675, 12=0.0054405227415110285, 13=0.005403364707006737}
105 --> {1=0.0, 2=0.0, 3=0.0, 4=0.027910589273700017, 5=0.023089265168068415, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
106 --> {1=0.003062042691262082, 2=0.0028427454065889338, 3=0.006910821103978314, 4=0.0033804555685721925, 5=0.0016542450757810049, 6=0.0030888367862483062, 7=0.005030100367206109, 8=0.0013766358879149403, 9=0.008364534769687341, 10=0.006077595746052949, 11=0.005133937621298431, 12=0.0, 13=0.006925724603268745}
107 --> {1=8.536128303734141E-4, 2=0.0015528428261704695, 3=0.001303201046779107, 4=0.0, 5=0.001020384499003988, 6=0.0, 7=0.002455517467499996, 8=0.0, 9=0.0025102583909999542, 10=0.0, 11=0.008848357540387833, 12=0.0, 13=0.0060599348608355915}
108 --> {1=0.01231427277487078, 2=0.009969024720049582, 3=0.008654981594811002, 4=0.0037614343665728174, 5=0.005531257278613935, 6=0.006484338344714227, 7=0.007342151920782834, 8=6.647177450617274E-4, 9=0.014830591048999267, 10=0.010593525911433472, 11=0.001737267887000628, 12=2.2884735374502596E-4, 13=0.013543450804463624}
109 --> {1=0.0031539983204019266, 2=0.004329026382811044, 3=0.008037248349535788, 4=0.013059811064246411, 5=0.007008211627297104, 6=0.013999319378987091, 7=0.012623920043753265, 8=0.0016345113084787902, 9=0.008038534684078646, 10=0.01978202789404372, 11=0.004634970465906547, 12=1.640072701839353E-4, 13=0.004480206076757536}
110 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.03281784832351117, 10=0.017535971164441756, 11=0.0, 12=0.0, 13=0.0}
111 --> {1=0.0, 2=0.01694335597574542, 3=0.021382547405590934, 4=0.0, 5=0.00690791674712974, 6=0.02676282850378108, 7=0.008707623859758002, 8=0.010783647788667033, 9=0.0, 10=0.03580477582955334, 11=0.0, 12=0.0, 13=0.0}
112 --> {1=0.0812571446740277, 2=0.087934983364378, 3=0.07379817225389972, 4=0.0, 5=0.0, 6=0.002594497908160675, 7=0.01165761163836306, 8=0.009701634079879048, 9=0.016017113440302256, 10=0.014202107195601504, 11=0.04976722568879372, 12=0.06926015781646834, 13=0.0}
113 --> {1=0.005278345591343452, 2=0.0015612106817620834, 3=6.170224395633981E-4, 4=0.0, 5=2.102523589105468E-4, 6=7.700821034508043E-4, 7=0.003277918020283902, 8=0.0016175471683000549, 9=0.009483433907247596, 10=0.007886322707596632, 11=0.0, 12=6.424172651199525E-4, 13=6.842142267646322E-4}
114 --> {1=0.005121913818249677, 2=0.006532992971485797, 3=0.010580111206011468, 4=0.006477296649250424, 5=0.009802946936961444, 6=0.00892665140149184, 7=0.004863202282257298, 8=0.003888746282702753, 9=0.009093759799193189, 10=0.013320883040286875, 11=0.0017900550805460234, 12=0.0, 13=0.006068863688594777}
115 --> {1=0.0, 2=0.0010020921492572543, 3=8.409914486334599E-4, 4=0.0032007716715642107, 5=0.0, 6=4.343210714632649E-4, 7=0.003453643503542013, 8=0.001811453187482464, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=4.231823440406508E-4}
116 --> {1=0.005820903108899608, 2=0.007654068269293617, 3=0.011233534479761996, 4=0.0, 5=0.0010670469940967312, 6=7.334115270960041E-4, 7=0.005644331981780814, 8=0.0, 9=0.004578039347607306, 10=0.0038889164712265123, 11=0.0, 12=0.0, 13=7.299274646347159E-4}
117 --> {1=0.006522201716095284, 2=0.006886863803891739, 3=0.006784071207909777, 4=0.006790290649170632, 5=0.006057382341504969, 6=0.0021438423218332866, 7=0.004082865500495215, 8=0.0017196330291243398, 9=0.0035806554292110125, 10=0.007213555788459203, 11=0.0032165602281854, 12=0.003196622668452385, 13=9.065391346100418E-4}
118 --> {1=0.012294845404348524, 2=0.011577766219567173, 3=0.009040214726426724, 4=0.012063321385533784, 5=0.021595853153744096, 6=0.005846078101915864, 7=0.01119961162251125, 8=0.005539860601704932, 9=0.026071040484162228, 10=0.034458488728720794, 11=0.007029671828971048, 12=0.006111190395570737, 13=0.0033227384646494686}
119 --> {1=0.0018301746425224378, 2=0.002253218416819913, 3=0.0032302758082279662, 4=0.006186569991984125, 5=0.0034503888099861814, 6=0.007676727321758718, 7=0.0076653019599284946, 8=0.0023843827259961946, 9=0.012391191147935205, 10=0.018297995380914926, 11=0.0015897509796528552, 12=0.0, 13=0.0019167460346411719}
120 --> {1=0.007427198640194629, 2=0.011082788376140032, 3=0.010620577823372609, 4=0.015362138688447227, 5=0.008050666339920676, 6=0.004592681811416391, 7=0.015260144396451502, 8=0.0031195203196026557, 9=0.013210060180870137, 10=0.01459283544845406, 11=0.00853529355067924, 12=0.006760814253646282, 13=2.8026292773254257E-4}
121 --> {1=0.002940392265092029, 2=0.012745371928092797, 3=0.005572615626131343, 4=0.004475340517297964, 5=0.003198663735126146, 6=0.0037246859359024915, 7=0.0036745110708473784, 8=0.003909471046551836, 9=0.004194837108642659, 10=0.014199879552166127, 11=0.0015126716238101983, 12=9.527287449245407E-4, 13=0.0033675576007483137}
122 --> {1=0.0029119408567395274, 2=0.0011113866830217945, 3=0.0, 4=4.1044984226029435E-4, 5=0.001840871185879601, 6=0.0, 7=5.140157892961732E-4, 8=4.203362211419747E-4, 9=0.0026586073252380825, 10=0.00235297029958945, 11=0.0, 12=0.0, 13=0.0}
123 --> {1=0.023408263352519203, 2=0.02690710047856553, 3=0.022325916320348728, 4=0.017782030099873596, 5=0.014824074521928875, 6=0.005277612586374024, 7=0.015619531336339976, 8=0.003081353969056165, 9=0.020249666502513693, 10=0.03324832334020704, 11=0.020947127671636805, 12=0.012890951003328674, 13=0.003344940487610734}
124 --> {1=0.0, 2=0.00345029815019856, 3=0.00883286965413368, 4=0.006444010856721492, 5=0.004843056050273936, 6=0.0015924579186440918, 7=0.012038198811797329, 8=0.001735182803015305, 9=0.011042258806601809, 10=0.016254706954951282, 11=4.534528146356178E-4, 12=0.0, 13=0.01052864217855473}
125 --> {1=0.009325049484619666, 2=0.013720557493883493, 3=0.011095312382824504, 4=0.011240992016496596, 5=0.005789857642079915, 6=0.0059513377835865066, 7=0.018256044742019414, 8=0.0024219384514279807, 9=0.01728242078077809, 10=0.031781320588285165, 11=0.010845536462527828, 12=0.007772175345015756, 13=0.0024748132884198854}
126 --> {1=0.009787860784026712, 2=0.010734568862525325, 3=0.015476548645100516, 4=0.00955036759349032, 5=0.012544082907673174, 6=0.006185770381854655, 7=0.009437874718983405, 8=0.0, 9=0.007225306788533577, 10=0.02177426463772382, 11=9.977475784321542E-4, 12=8.565563534932701E-4, 13=0.008902318696964333}
127 --> {1=0.004092324710625629, 2=0.012918215946933707, 3=0.013248782098211077, 4=0.007849763900901092, 5=0.01043514981341361, 6=0.008828959702887614, 7=0.018009693210859302, 8=0.004561862579279742, 9=0.012749435541039038, 10=0.029846912592973555, 11=0.0022710982729589797, 12=2.589588476588452E-4, 13=0.01712056358443893}
128 --> {1=0.007637217544119496, 2=0.009712185371221144, 3=0.014469932164984064, 4=0.003283806968009184, 5=8.51464949486089E-4, 6=0.001749631823650335, 7=0.01787360287991058, 8=0.004642017418614316, 9=0.009854628935397635, 10=0.01454992962280039, 11=0.0030583501096221916, 12=0.0, 13=0.001462305227960374}
129 --> {1=0.00561576085096616, 2=0.005612090359254864, 3=0.004890560039335888, 4=0.009572353264147146, 5=0.01585247684468488, 6=0.007135218218317481, 7=0.006590328039728312, 8=0.004723104254080664, 9=0.014972905745377362, 10=0.015591847741899714, 11=0.006599359540306731, 12=3.8773361509360324E-4, 13=0.004461026435108773}
130 --> {1=0.0038275811545424314, 2=0.004479582473727042, 3=0.005431921108813852, 4=0.007287244876497206, 5=0.0026253273638425357, 6=0.0027619110228672907, 7=0.0032898727304908094, 8=0.0069174764710577845, 9=0.016310750010677742, 10=0.0054971733158957585, 11=0.009347537980427542, 12=0.0, 13=0.017378407405665375}
131 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.15193618609391982, 12=0.0, 13=0.0}
132 --> {1=0.009098299539170743, 2=0.0056438686988303805, 3=0.003238842771619184, 4=0.003114949902232047, 5=0.006421022128009715, 6=0.007203496333009385, 7=0.0017233431494391225, 8=0.008278335711290226, 9=0.009168613923996621, 10=0.012918056260198344, 11=0.003314222535032011, 12=0.0, 13=0.0}
133 --> {1=0.006358861623068669, 2=0.009309206786731996, 3=0.009245710197232871, 4=0.006570018742774758, 5=0.00729353313672109, 6=0.005985536358763747, 7=0.004439006632061662, 8=0.0, 9=0.005107027957079261, 10=0.007475959786857097, 11=0.002959198177616194, 12=2.4001063929356383E-4, 13=0.0014651071330872296}
134 --> {1=0.0021078250154961814, 2=0.003512421361943985, 3=0.005424252173034096, 4=0.009873407286283841, 5=0.01402830797934529, 6=0.009451848217935193, 7=0.011855755479492913, 8=0.00558757590062876, 9=0.012841489099849668, 10=0.02034793543634246, 11=0.00238846900206323, 12=4.29738090062077E-4, 13=0.003273613541647373}
135 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
136 --> {1=0.0019596404648038993, 2=0.006221281561240863, 3=0.006373393680455984, 4=0.013672771088509617, 5=0.017990608938481083, 6=0.014144606796980827, 7=0.012554691167971756, 8=0.003354847998362899, 9=0.0180798844715124, 10=0.030381533678576718, 11=0.0033435182138609335, 12=2.093709832135344E-4, 13=0.003713010307768416}
137 --> {1=0.005692794325592475, 2=0.009433463865305728, 3=0.010001913516343356, 4=0.010115121241266135, 5=0.006150401441920309, 6=0.0076588647279899795, 7=0.007748003534461073, 8=9.592894431967305E-4, 9=0.010862039866666765, 10=0.019150767531778967, 11=0.006326769212958784, 12=0.004291723507009005, 13=0.0018072177790209752}
138 --> {1=0.014099129526855752, 2=0.004378227426028717, 3=0.0021106616399503304, 4=0.002976771868820411, 5=0.007074307154833085, 6=0.0024692174334386184, 7=0.004362089742696172, 8=0.0, 9=0.005802964956722195, 10=0.010620123657945471, 11=0.0032484185345356318, 12=0.0, 13=0.0036684119918144967}
139 --> {1=0.002318746451804716, 2=0.007827330110337613, 3=0.01391726995633908, 4=0.014254638652601423, 5=0.012225236442930358, 6=0.0033176770166967718, 7=0.011092920762864915, 8=0.0015879368354252375, 9=0.013590002189846632, 10=0.02922074376324435, 11=0.006571288127316306, 12=8.340825057556741E-4, 13=0.004993756347324067}
140 --> {1=0.020398172401762203, 2=0.01955252756861824, 3=0.017788804313852054, 4=0.012981047169647124, 5=0.005390241004805903, 6=0.02285686152717358, 7=0.02813455139896583, 8=0.0037230672709722542, 9=0.025670131041296004, 10=0.036421193497207606, 11=0.01225008606840451, 12=0.011873307066146602, 13=0.003204706376455205}
141 --> {1=0.011994387365049689, 2=0.016254479798512973, 3=0.011868886607405657, 4=0.006655911287736167, 5=8.248494159301571E-4, 6=0.0030276767997381706, 7=0.004851087470976035, 8=0.0013859477256970068, 9=0.011376351669594838, 10=0.005963307009073485, 11=0.013006349100795208, 12=0.010128604359758243, 13=5.294514849964417E-4}
142 --> {1=2.537767874083123E-4, 2=0.004987226240212616, 3=0.005702477371207807, 4=0.018823255222821578, 5=0.017591563215503193, 6=0.0029852537465907864, 7=0.004778912138981358, 8=7.704463604552937E-4, 9=0.013510115030312388, 10=0.008852484527378536, 11=0.009979369558951231, 12=5.319154708668171E-4, 13=0.003608547423064961}
143 --> {1=0.009720994781678514, 2=0.004137177722557554, 3=0.0, 4=0.0018607059515800013, 5=0.004986286367345195, 6=0.0032832061710009806, 7=0.002311200540813714, 8=0.0, 9=0.005942620135923736, 10=0.004405592698843319, 11=0.001973197221998959, 12=0.0, 13=0.0}
144 --> {1=0.014320756346802648, 2=0.033003573169528753, 3=0.021014366164135417, 4=0.01624809385478625, 5=0.00841265995884484, 6=0.006023013888219973, 7=0.011137669928231392, 8=0.0023461827711501156, 9=0.023138442332641753, 10=0.032266713985467085, 11=0.00987200082948266, 12=0.010905555594728366, 13=0.0015908993624472792}
145 --> {1=0.002407628671157938, 2=0.0026732964938644336, 3=0.00690266861595864, 4=0.0027009792635094513, 5=0.006294683917957318, 6=0.0011054062187885916, 7=0.009592059212352321, 8=0.0, 9=0.00407714301074777, 10=0.0162682489714214, 11=0.0015923126680421533, 12=0.0, 13=0.0022712530725995795}
146 --> {1=0.025378231015676867, 2=0.024996619569250797, 3=0.012792491304070053, 4=0.0, 5=0.0098978898045255, 6=8.474792739626476E-4, 7=0.003177741237019998, 8=0.0, 9=0.015241150537489598, 10=0.0018054368950030874, 11=0.0, 12=0.0, 13=0.021553867774637307}
147 --> {1=0.001544895360754355, 2=0.004145387762630977, 3=0.004542244463391005, 4=0.023760731659546584, 5=0.020845186560306192, 6=0.01054333403919863, 7=0.012496100838304054, 8=0.0012076354583216427, 9=0.013146248923746722, 10=0.02550689462837, 11=0.004155146448960357, 12=5.466909006131176E-4, 13=0.0021381708188822597}
148 --> {1=0.0, 2=0.003567450905741363, 3=0.0029939319526371974, 4=0.009115805014344398, 5=0.01599331867563073, 6=0.003730745988411497, 7=0.010655649948717129, 8=0.0, 9=0.010308752373648786, 10=0.03870390648836808, 11=0.0016437664530541145, 12=0.0, 13=0.006445907518627742}
149 --> {1=0.012094357308771552, 2=0.01387757482913529, 3=0.01208153659553889, 4=0.008039119000273568, 5=0.006120094436454645, 6=0.0019882693680383875, 7=0.006425715625071187, 8=0.0013229501018016884, 9=0.014072119662510025, 10=0.01911883011500133, 11=0.00840372332068068, 12=0.009668213252496505, 13=0.001518585755063312}
150 --> {1=0.0, 2=0.007871104892352076, 3=0.003421636517299654, 4=0.010418062873536455, 5=0.01827807848643512, 6=0.004263709701041711, 7=0.012177885655676719, 8=0.0, 9=0.011781431284170042, 10=0.04423303598670637, 11=0.001878590232061845, 12=0.0, 13=0.005840837707202372}
151 --> {1=0.005235781503908322, 2=0.007134229216960608, 3=0.008524574205170707, 4=0.005765757351743521, 5=0.005489687808175532, 6=0.003969919634616535, 7=0.004819897814068945, 8=0.0016510812722643896, 9=0.001963571880695007, 10=0.014828153918482771, 11=3.1309837201030753E-4, 12=3.8773361509360324E-4, 13=0.0022268998022843345}
